Postcode,Eastings,Northings
N65UD,528636,188372
N65UF,528484,188309
N65UQ,528595,188397
N65UU,528676,188355
N65WA,529127,188197
N65XA,529254,187562
N65XD,529449,187695
N65XG,528885,187270
N65XJ,529002,187630
N65XR,529489,187744
N65YT,529323,187744
N80AA,531394,188998
N80AB,531412,188974
N80AE,531578,189053
N80AG,531620,188972
N80AH,531607,188941
N80AP,531618,188876
N80AS,531639,188850
N80AT,531451,188822
N80BA,531298,188887
N80BE,531479,188680
N80BJ,531476,188709
N80BS,531475,188782
N80EH,530958,189293
N80EJ,530958,189293
N80EL,531015,189281
N80EX,531285,189463
N80HT,531237,189304
N80HX,531233,189335
N80HY,531237,189372
N80JB,531215,189409
N80JD,531370,189457
N80JR,531042,189608
N80JT,531051,189674
N80JY,530955,189905
N80LB,531027,189899
N80LE,531025,189761
N80NA,531157,189176
N80ND,531285,188981
N80NG,531382,189039
N80NJ,531561,189125
N80NL,531570,189097
N80NS,531533,189193
N80NX,531376,189109
N80PL,531123,189664
N80PP,531157,189695
N80QA,531376,189697
N80QH,531249,189840
N80QL,531284,189744
N80QT,531316,189210
N80QX,531501,189229
N80SD,531733,189126
N87AA,530206,189504
N87AL,530362,189711
N87BT,530725,189168
N87BU,530671,189126
N87BY,530607,189224
N87DE,530554,188976
N87DG,530480,188888
N87DJ,530458,188947
N87DN,530479,189070
N87DP,530450,188912
N87DQ,530439,188933
N87DS,530531,189119
N87FE,530546,189403
N87FJ,530586,189408
N87HB,529682,189377
N87HF,530543,188861
N87JL,530396,189029
N87JN,530258,188976
N87LG,530153,189617
N87LL,530020,189737
N87LN,530032,189709
N87LP,529846,189659
N87LR,529871,189640
N87LT,530068,189676
N87LU,530071,189645
N87LX,529941,189604
N87NA,529999,189551
N87NB,529850,189494
N87ND,529892,189473
N87NE,529993,189515
N87NX,530378,189288
N87PB,530286,189254
N87PT,530369,189402
N87PY,530420,189441
N87QU,530135,189430
N87RA,530084,189382
N87RB,530598,189716
N87RD,530063,189249
N87RE,530034,189365
N87RF,530642,189564
N87RG,530002,189367
N87RH,529906,189415
N87RP,529931,189325
N87RU,529827,189329
N87RW,530596,189633
N87RX,530596,189633
N87RZ,530653,189614
N87SL,530488,189675
N88AD,530029,188214
N88AE,529972,188226
N88AL,529950,188152
N88AR,529806,188096
N88AT,529788,187938
N88AU,529791,188009
N88AX,529825,188049
N88BE,530386,188748
N88BT,530024,188231
N88DA,529887,188112
N88DR,530084,188377
N88EH,529847,188191
N88EJ,529731,188159
N88EL,529685,188161
N88EP,529667,188103
N88ER,529655,188118
N88ET,529564,188303
N88EU,529579,188362
N88HP,529775,188417
N88HT,529766,188270
N88HU,529741,188303
N88JJ,529459,189013
N88JN,529799,188706
N88JS,529793,188824
N88JY,529462,189102
N88LB,529528,189170
N88LD,529562,189110
N88LH,530096,189214
N88LJ,530101,189171
N88LS,529791,189077
N88LT,529622,189027
N88LU,529587,189071
N88NS,530241,188943
N88NY,530053,188908
N88PJ,530087,188591
N88QJ,530003,188849
N88QT,529800,188956
N88QX,529688,188988
N88QY,529717,188935
N88RA,529792,188898
N88RD,529842,188860
N88RE,529786,188676
N88RH,529640,188579
N88RP,529651,188506
N88RU,529904,188471
N88SH,530187,188683
N88TA,530023,188645
N88TJ,529898,188554
N88TN,529984,188499
N89AA,530613,188238
N89AE,530584,188062
N89AH,530484,188127
N89AN,530574,188163
N89AX,530389,188140
N89BG,530583,188847
N89BN,530535,188561
N89EN,530307,187948
N89EX,530381,188015
N89EY,530349,188068
N89HG,530354,188595
N89HJ,530452,188389
N89HL,530489,188341
N89HN,530517,188412
N89HP,530574,188335
N89HU,530388,188250
N89JB,530348,188322
N89JX,530690,188579
N89JY,530746,188472
N89LA,530718,188447
N89LB,530789,188303
N89LD,530824,188316
N89LH,530976,188192
N89LN,530792,188473
N89LY,530767,188963
N89NA,530755,188928
N89NB,530881,188785
N89NE,530941,188747
N89NH,530948,188557
N89NR,531092,188271
N89NS,530995,188382
N89NT,530915,188535
N89PB,530686,188855
N89PH,530828,188734
N89PJ,530648,188842
N89PS,530603,188502
N89QL,530069,188088
N89QU,530013,188012
N89QW,529993,188047
N89RR,530545,188635
N89SY,530284,188393
N89TE,530298,188521
N89TJ,530235,188429
HA11AY,515488,188131
HA11GW,515410,188092
HA11GY,515411,188040
HA11JU,515438,188241
HA11JY,515386,188356
HA11NS,514988,188280
HA11NU,514805,188782
HA11NX,514854,188631
HA11PA,514958,188268
HA11PB,514916,188490
HA11QN,515296,188567
HA11QR,515286,188411
HA11QW,515227,188471
HA11RE,515001,188681
HA11RP,515075,188581
HA11SB,515095,188913
HA11SH,515494,188694
HA11SQ,515274,188668
HA11SS,515197,188650
HA11SX,515410,188824
HA11SY,515246,188721
HA11TG,515261,188807
HA11TY,515259,189222
HA11UF,514922,189015
HA11UQ,514978,189120
HA11UT,515248,189026
HA11UU,515121,189173
HA12BT,515666,188217
HA12BU,515666,188238
HA12DF,515700,188025
HA12DL,515714,187995
HA12DX,515580,188233
HA12EW,515698,188205
HA12EX,515623,188187
HA12HA,515778,188091
HA12HU,515704,188103
HA12JN,515723,188426
HA12JU,515920,188181
HA12JX,515853,188544
HA12JZ,515980,188583
HA12LR,515973,188246
HA12NU,515976,188316
HA12PD,516254,188482
HA12QT,515981,188742
HA12RT,515737,188842
HA12RY,515711,188965
HA12SQ,515645,189022
HA12SX,515692,188147
HA12XE,515589,187991
HA12YD,515871,188118
HA13AJ,515192,187852
HA13AN,515202,187969
HA13BQ,515135,187771
HA13BT,514990,187786
HA13BU,514986,187723
HA13DF,514915,187532
HA13EJ,515155,187305
HA13EL,515074,187289
HA13EP,514986,187227
HA13ET,515004,187343
HA13EU,515046,187388
HA13JW,514969,186627
HA13JY,514678,186229
HA13LB,514684,186333
HA13LU,515118,186828
HA13NA,515253,186429
HA13PP,515215,185847
HA13PS,515012,185746
HA13PW,515234,185918
HA13PZ,515277,186390
HA13QF,515592,185940
HA13QJ,515630,185868
HA13RG,515255,185627
HA13RQ,514990,185648
HA13RR,515443,185667
HA13RT,515425,186530
HA13SN,515389,186303
HA13TL,515078,186690
HA13YG,514790,187548
HA14AD,514581,187532
HA14AG,514140,187508
HA14AQ,514114,187558
HA14BJ,514444,187707
HA14BL,514387,187631
HA14BU,514396,187788
HA14DA,514372,187872
HA14DL,514739,187799
HA14DS,514587,187899
HA14DU,514383,187812
HA14DX,514217,187810
HA14EE,514815,188048
HA14EF,514568,187987
HA14EJ,514803,187930
HA14EN,514575,188101
HA14EU,514452,188218
HA14EX,514300,188291
HA14FL,514668,189506
HA14GA,514899,188243
HA14HN,513802,188546
HA14JQ,514497,188411
HA14JU,514107,188438
HA14JW,514370,188422
HA14LP,514566,188274
HA14LU,514394,188530
HA14LY,514328,188441
HA14LZ,514290,188440
HA14NA,514285,188559
HA14NB,514201,188609
HA14PA,514115,188732
HA14PB,514107,188699
HA14PD,513866,188914
HA14PG,513932,188647
HA14PH,513892,188808
HA14PJ,513799,188803
HA14QF,514381,188842
HA14QL,514699,188948
HA14QP,514587,188751
HA14QQ,514432,188851
HA14QW,514673,188894
HA14QX,514467,188666
HA14RD,514427,189060
HA14RT,514470,189375
HA14RY,514538,189278
HA14SB,514582,189191
HA14SE,514499,189043
HA14SG,514638,189112
HA14SL,514426,189040
HA14SU,514743,189313
HA14TG,514675,189013
HA14TH,514663,189048
HA14TQ,514513,188974
HA14UZ,515006,189233
HA14WT,513926,188440
HA14XD,514902,189167
HA14XG,514877,189346
HA20AA,514405,187230
HA20AL,514072,187302
HA20AR,514308,187201
HA20AW,514066,187390
HA20BT,513391,187096
HA20DH,514653,186962
HA20DJ,514606,186998
HA20DQ,514594,187104
HA20DZ,514734,187157
HA20ES,514420,186698
HA20FF,513661,186776
HA20FJ,513289,187421
HA20FU,514356,186532
HA20FW,513840,186780
HA20FZ,513777,186842
HA20GU,513581,186954
HA20GX,513586,187013
HA20HA,515034,186740
HA20HB,514756,187214
HA20HE,514857,186961
HA20HG,515029,186702
HA20HH,513744,186991
HA20HL,514740,186987
HA20HT,515120,187209
HA20HU,515125,187177
HA20HX,515046,187152
HA20HZ,515071,187092
HA20JF,515106,187060
HA20JP,514837,186875
HA20JS,514807,186811
HA20JW,514815,186848
HA20LU,514535,186602
HA20NB,514487,186399
HA20NF,514465,186365
HA20PJ,514502,187038
HA20PN,514407,187041
HA20PR,514241,186889
HA20PS,514222,186918
HA20PW,514301,187134
HA20PY,513920,187254
HA20QS,513977,187050
HA20QU,514234,187024
HA20RD,513517,186712
HA20RH,513818,186866
HA20RJ,513890,187426
HA20RL,513846,187421
HA20RT,513674,187297
HA20RW,513688,187516
HA20RX,513711,187116
HA20SF,513555,186960
HA20SJ,513553,187375
HA20SL,513653,187600
HA20SN,513509,187345
HA20SP,513689,186988
HA20TP,513694,186709
HA20TR,513769,186764
HA20UD,513607,186510
HA20UG,513692,186619
HA20UR,513482,186959
HA20UT,513615,186985
HA20XH,513405,187048
HA26AD,513637,189007
HA26AE,513760,189010
HA26AJ,514187,188860
HA26AQ,513998,188960
HA26AU,514023,189105
HA26BD,514231,189120
HA26BG,514162,189058
HA26BY,513697,189203
HA26BZ,513725,189236
HA26DB,514184,189295
HA26DD,513656,188786
HA26DE,513945,189123
HA26DF,514014,189219
HA26DH,513766,189298
HA26DP,514154,188765
HA26DX,514364,189911
HA26EJ,513430,188947
HA26EL,513426,189004
HA26EU,514394,189737
HA26EZ,513262,189159
HA26FA,514372,189763
HA26FB,514333,189800
HA26FE,514416,189858
HA26HD,513590,189187
HA26HS,513650,189868
HA26HT,513664,189827
HA26HX,513602,189056
HA26JJ,513535,189365
HA26JT,513887,189966
HA26JX,514112,189912
HA26JY,514094,190022
HA26LD,514052,190162
HA26LQ,514444,190077
HA26LX,513978,190176
HA26LY,513910,190187
HA26NP,514163,190315
HA26NT,514381,190183
HA26PT,514351,189589
HA26PZ,514345,189623
HA26QA,514340,189663
HA26QB,514397,189538
HA26QE,514472,189570
HA26QJ,514596,189550
HA27AE,513979,188304
HA27AF,513942,188267
HA27AH,513696,188383
HA27AL,513709,188429
HA27AP,513948,188146
HA27AQ,513739,188318
HA27AW,513916,188196
HA27BA,513927,188338
HA27BS,513584,188298
HA27BX,513686,188161
HA27BY,513769,188205
HA27DB,513597,187920
HA27DX,513321,188066
HA27ED,513688,187776
HA27EE,513562,187742
HA27EJ,513364,187909
HA27EW,513374,187640
HA27HA,513050,187676
HA27HZ,513417,187807
HA27JB,513298,187805
HA27JF,513120,187598
HA27JQ,513267,187595
HA27LB,513210,188872
HA27LD,513492,188748
HA27LE,513225,188910
HA27LR,513034,188023
HA27LT,513038,187903
HA27NP,513359,188360
HA27NR,513141,188277
HA27NS,513101,188304
HA27PA,512916,188274
HA27PF,513088,188351
HA27PZ,513260,188435
HA27QG,512956,188533
HA27QL,512814,188822
HA27QN,512787,188786
HA27RG,512933,188905
HA27RH,512879,188647
HA27RJ,512781,188680
HA27RP,512850,188857
HA28AR,514213,186560
HA28AT,514061,186589
HA28AY,514203,186607
HA28AZ,514212,186635
HA28DG,513913,186529
HA28DW,514277,186428
HA28EL,513745,186299
HA28ET,513705,186279
HA28FA,513497,185628
HA28FB,514083,186713
HA28FD,513921,186811
HA28FJ,513967,186058
HA28FL,514343,186566
HA28FZ,514095,186667
HA28JL,513811,185660
HA28LG,514271,186239
HA28LP,514114,186034
HA28NR,513959,185735
HA28NT,514170,185722
HA28PA,513680,186191
HA28PX,513413,186064
HA28QA,513503,186146
HA28QH,513035,185978
HA28QS,513255,185891
HA28RA,512698,185455
HA28RX,512694,185792
HA28SA,512649,185678
HA28SN,512973,185822
HA28SP,512946,185717
HA28SW,512982,185888
HA28TD,513401,185675
HA28TF,513366,185664
HA28TY,513490,185538
HA28TZ,513223,185460
HA29AA,513335,186272
HA29AP,512519,185936
HA29AT,512633,186016
HA29AZ,512544,186070
HA29BH,512743,186145
HA29BT,513427,186491
HA29BX,513313,186477
HA29BZ,513248,186600
HA29DE,513304,186604
HA29DL,513334,186315
HA29DT,513219,186530
HA29DY,513021,186912
HA29DZ,512794,186919
HA29EA,512820,186958
HA29EB,512984,186996
HA29ET,512975,186391
HA29EU,513080,186491
HA29EX,513036,186523
HA29EZ,512635,186402
HA29HE,512362,186201
HA29HQ,512511,186181
HA29JL,512666,186689
HA29LD,512651,186489
HA29LL,512594,187189
HA29LS,512817,187106
HA29LW,512749,187235
HA29NH,512440,186876
HA29NN,512425,186638
HA29NW,512486,186633
HA29PD,512566,187119
HA29PF,512398,186988
HA29PG,512297,186822
HA29PH,512433,186968
HA29PL,512341,186606
HA29PP,512430,186408
HA29QD,512451,187243
HA29QE,512268,186948
HA29QH,512299,186303
HA29QJ,512230,186582
HA29QL,512299,186922
HA29RD,512405,187278
HA29RG,512406,187351
HA29RH,512083,186953
HA29RN,512201,187109
HA29RQ,512247,187094
HA29SN,512844,187294
HA29SP,512804,187330
HA29SR,512675,187390
HA29ST,512761,187370
HA29SX,512712,187494
HA29SZ,512494,187510
HA29TJ,513074,187430
HA29TU,513120,187205
HA29TZ,513258,187249
HA29UD,513275,187316
HA29UF,513005,187160
HA29UJ,513217,186931
HA29UU,513204,187072
HA29UX,513225,187040
HA29UY,513202,187121
HA35AE,515156,190040
HA35AR,515745,189398
HA35AT,515805,189301
HA35AY,515623,189427
HA35AZ,515864,189373
HA35BB,515911,189438
HA35DS,515155,190164
HA35EL,515110,190689
HA35EX,514933,190603
HA35EY,514774,190496
HA35FF,515378,189636
HA35HB,514580,190369
HA35HD,514742,190435
HA35HF,515032,190530
HA35HH,514934,190454
HA35HJ,515110,190420
HA35HN,515054,190354
HA35HP,514904,190338
HA35HQ,514981,190525
HA35HS,514726,190255
HA35HZ,514828,190373
HA35JP,514925,190706
HA35JR,514912,190642
HA35JT,514709,190544
HA35LE,514850,190815
HA35LG,514882,190740
HA35LP,514729,190055
HA35LR,514634,190153
HA35ND,514318,190455
HA35NE,514359,190400
HA35PP,514533,190296
HA35PR,514459,190559
HA35PT,514520,190577
HA35PX,514554,190581
HA35RB,515019,189851
HA35RE,515024,189921
HA35RQ,515026,190131
HA35RT,515326,189906
HA35SB,515206,189838
HA36BG,515182,191107
HA36BJ,515505,191376
HA36BN,515472,191236
HA36BW,515580,191234
HA36DA,515750,191050
HA36DT,515341,191550
HA36DW,515409,191535
HA36EG,515219,191048
HA36ES,515345,190692
HA36ET,515283,190892
HA36EW,515197,190740
HA36HA,515449,190749
HA36HL,515047,191351
HA36HZ,514843,190859
HA36JD,514576,190898
HA36JE,514505,190935
HA36JF,514469,190840
HA36JG,514398,190846
HA36JR,514710,191110
HA36JW,514672,191033
HA36LN,514131,190992
HA36NT,513726,190860
HA36PB,513744,190855
HA36PF,513705,191001
HA36PH,513793,191140
HA36PJ,513817,191104
HA36PL,513777,191058
HA36QX,514363,191300
HA36RA,514390,191336
HA36RE,514469,191072
HA36RP,515063,191842
HA36RY,514955,192122
HA36RZ,515006,192231
HA36SP,514189,191471
HA36SR,514329,191484
HA36SX,514556,191635
HA36TF,514442,191507
HA36TH,514771,191338
HA36TQ,514974,191326
HA36TX,514714,191739
HA37AF,515444,189773
HA37AN,515471,190149
HA37AP,515397,190104
HA37AU,515350,190139
HA37AW,515305,190389
HA37AX,515283,190180
HA37BA,515183,190463
HA37BU,515340,191072
HA37BZ,515422,191167
HA37DA,515439,190963
HA37DB,515669,190825
HA37DE,515657,190857
HA37DG,515688,190983
HA37DJ,515579,190990
HA37DN,515422,191043
HA37DP,515361,190932
HA37DQ,515646,190985
HA37DR,515464,191007
HA37DU,515498,190100
HA37EA,515611,190422
HA37EB,515633,190538
HA37EG,515534,190388
HA37EH,515490,190302
HA37EP,515320,190461
HA37EQ,515503,190443
HA37EY,515603,190206
HA37HX,515789,190496
HA37JA,515702,190241
HA37JG,516043,190373
HA37JS,515858,190323
HA37JX,515929,190475
HA37LA,515919,190575
HA37LY,515445,189994
HA37NS,515997,190110
HA37NU,516087,189935
HA37NZ,516020,190211
HA37PB,516201,190292
HA37PJ,515953,189795
HA37PN,515984,189824
HA37PS,516323,190110
HA37PT,516290,190006
HA37PU,516263,190196
HA37PW,516137,189867
HA37QA,516136,190059
HA37QB,516141,189941
HA37QD,516077,190141
HA37QE,516082,190045
HA37QG,515961,190001
HA37QR,515756,189656
HA37QU,515653,189687
HA37RE,515950,189858
HA37RW,515726,189596
HA37SB,515629,189860
HA37SR,515756,189716
HA37SY,515790,189563
HA37TE,515675,190198
HA37TF,515633,190204
HA37TJ,515505,189756
HA38AB,516367,188129
HA38DE,517227,188941
HA38DS,517672,189073
HA38DU,517569,189068
HA38ED,517144,188842
HA38ER,516865,188636
HA38ES,516798,188647
HA38FH,516772,190139
HA38HD,516886,188835
HA38JD,517080,189444
HA38JX,517046,189115
HA38LL,516652,189376
HA38LQ,516720,189274
HA38LX,516134,189203
HA38NF,516965,189718
HA38PA,516385,189535
HA38PB,516392,189890
HA38PL,516426,189618
HA38PS,516476,190303
HA38QD,516621,189781
HA38QQ,516584,189953
HA38QS,516629,190197
HA38QT,516593,190199
HA38RL,516947,190090
HA38RX,516692,190206
HA38SP,517098,189640
HA38SS,517257,189737
HA38ST,517241,189768
HA38SY,516810,189809
HA38TF,516702,189627
HA38TJ,516881,189682
HA38TZ,517706,189203
HA38UD,517324,189210
HA38UH,517294,189157
HA38UX,516418,188217
HA39AA,517410,189311
HA39AF,517255,189504
HA39BU,517849,189837
HA39DJ,518265,188925
HA39EL,517881,189253
HA39EP,517951,189503
HA39EU,517831,189475
HA39HN,517973,189311
HA39HT,518124,189653
HA39JE,518095,189831
HA39JY,518216,189397
HA39LB,518366,189625
HA39LS,518116,189094
HA39LT,518108,189016
HA39LU,518250,189041
HA39NF,518348,189243
HA39NX,518587,189003
HA39PA,518413,189255
HA39PE,518484,189478
HA39PQ,518417,189566
HA39PY,518817,189286
HA39QR,518914,188969
HA39QS,518945,188933
HA40RH,512315,186020
HA51AF,511801,189355
HA51AJ,511730,189230
HA51AQ,511856,189211
HA51AX,511462,189270
HA51BH,512053,189342
HA51BW,511970,189110
HA51DA,511561,188728
HA51DE,511674,188736
HA51DF,511817,188756
HA51DU,512156,189237
HA51DX,512139,189202
HA51EB,512070,189069
HA51ED,511996,189015
HA51EG,511895,188846
HA51EQ,511929,188943
HA51ER,511961,188601
HA51HL,512209,188895
HA51HP,512169,188632
HA51HU,512180,188354
HA51JD,512255,188106
HA51JH,512349,188182
HA51JP,511952,187407
HA51JY,512073,188622
HA51LQ,511926,188422
HA51LY,512029,188064
HA51NB,511864,187947
HA51NG,511916,187901
HA51NQ,512040,187919
HA51NS,512079,187829
HA51TL,511737,188428
HA51TR,512048,188188
HA51TS,511708,188190
HA52AA,511348,190069
HA52AP,511159,189810
HA52BQ,511326,189365
HA53AF,512630,189569
HA53AH,512600,189656
HA53AP,512700,189831
HA53AR,512685,189942
HA53AS,512595,189957
HA53AT,512593,190068
HA53AY,512575,190228
HA53AZ,512447,190272
HA53BB,512424,190502
HA53BE,512705,189543
HA53BL,512355,189797
HA53BQ,512875,189608
HA53BS,512451,189998
HA53BX,512319,190268
HA53DB,512276,190232
HA53DH,512168,190421
HA53DL,512160,190228
HA53EP,511850,190339
HA53ES,511899,190345
HA53EX,512062,189881
HA53EY,512068,189949
HA53EZ,512157,189946
HA53HA,512212,189916
HA53HE,512026,190246
HA53HZ,511957,189681
HA53LA,511846,189856
HA53LJ,511511,189942
HA53LL,511459,189955
HA53LP,511588,190169
HA53LR,511609,190305
HA53NF,511825,189753
HA53NS,511772,189670
HA53NX,511662,189472
HA53NY,511509,189432
HA53NZ,511609,189568
HA53PB,511334,189544
HA53PE,511340,189493
HA53PF,511440,189703
HA53PJ,511262,189668
HA53PZ,511850,190609
HA53QB,511758,190595
HA53QD,511705,190609
HA53QE,511791,190731
HA53QH,511346,190574
HA53QJ,511485,190756
HA53QN,511495,190667
HA53QR,511492,190854
HA53QS,511486,190806
HA53RA,511230,190550
HA53RD,511231,190713
HA53RE,511312,190822
HA53RF,511509,190911
HA53RG,511690,191253
HA53RL,511384,190902
HA53RX,511381,190152
HA53SD,511245,190287
HA53SG,511152,190428
HA53SL,510796,190406
HA53SZ,511154,190270
HA53TP,510987,190363
HA53XA,510883,190547
HA53XD,510764,190723
HA53XG,510796,190772
HA53XH,510934,190651
HA53XJ,510892,190757
HA53XL,511912,189619
HA53YH,510709,191255
HA53YU,511582,190249
HA53YZ,511751,190418
HA54AA,512930,191924
HA54AF,513264,192052
HA54AQ,513272,192209
HA54AY,513820,191569
HA54BJ,513724,191513
HA54BL,513753,191440
HA54BT,513350,191767
HA54BY,513459,191578
HA54DE,513383,191523
HA54DF,513629,191455
HA54DY,513583,191449
HA54EN,513025,191496
HA54EP,513154,191428
HA54EQ,512807,191253
HA54ET,513052,191554
HA54EW,513007,191516
HA54FH,513061,191537
HA54HD,513105,191765
HA54HE,513098,191686
HA54HG,513252,191644
HA54HQ,513068,191449
HA54JF,512939,191406
HA54JQ,512868,191450
HA54JX,512577,191038
HA54LB,512930,191267
HA54LN,512859,190952
HA54NE,512631,190959
HA54PA,512768,191397
HA54PB,512722,191402
HA54PF,512459,191540
HA54PW,512384,191358
HA54QA,512809,191114
HA54QF,512496,191694
HA54QG,512459,191706
HA54QJ,512378,191750
HA54QP,512511,191943
HA54QW,512662,191618
HA54RA,512600,190767
HA54RF,512525,191145
HA54RH,512243,191009
HA54SN,512198,190770
HA54SQ,512126,190943
HA54ST,512351,190627
HA54TJ,512081,190939
HA54TN,511912,190756
HA54TQ,512039,190873
HA54TT,511757,190959
HA54TY,511862,191197
HA55AB,512770,187665
HA55AH,512584,187886
HA55AL,512678,188016
HA55AN,512793,188029
HA55AQ,512541,187916
HA55AY,512498,187852
HA55BS,512750,187866
HA55BT,512713,187858
HA55BW,512721,188191
HA55BY,512669,187861
HA55DJ,512834,188355
HA55DW,512778,188294
HA55EX,512875,187978
HA55HJ,512384,189311
HA55HZ,512707,188365
HA55JR,512291,188791
HA55JS,512326,188659
HA55LF,512534,188480
HA55LG,512441,188346
HA55LL,512293,188431
HA55LQ,512395,188522
HA55ND,512593,189065
HA55PA,512308,189181
HA55QB,512325,189607
HA55QE,512433,189448
HA55QP,512672,189280
HA55QR,512718,189375
HA55QZ,512882,189221
HA55RA,512952,189135
HA55RB,512855,189114
HA55RY,512861,189342
HA55SD,513409,189388
HA55SG,513448,189760
HA55SL,513375,189888
HA55SN,513368,189853
HA55SP,513130,189733
HA55SS,513068,189682
HA55SU,513163,189784
HA55SW,513222,189803
HA71AW,517373,190881
HA71BT,517960,190960
HA71DA,518208,190506
HA71DB,518254,190525
HA71DG,518297,190201
HA71DL,518202,190317
HA71DT,517987,190973
HA71ED,518518,189833
HA71FB,518029,190994
HA71FG,517936,191063
HA71FH,517949,191028
HA71FL,518025,191107
HA71FN,518031,191082
HA71FP,518111,191115
HA71FR,518070,191086
HA71FU,518122,191050
HA71FZ,518082,191018
HA71GA,518117,191088
HA71HA,518438,190043
HA71HP,517704,190609
HA71HZ,517503,190717
HA71JA,517469,190737
HA71LL,517725,190038
HA71LW,517779,189923
HA71LX,517761,190251
HA71NB,518085,190195
HA71NH,518033,190059
HA71NQ,517991,190202
HA71NU,517978,190541
HA71PE,517773,190482
HA71PJ,517641,190468
HA71PN,517613,190457
HA71PW,517569,190444
HA72AB,516345,190462
HA72AD,516311,190555
HA72AF,516243,190465
HA72AH,516173,190583
HA72AP,516175,190726
HA72AT,516400,190791
HA72BP,516283,190909
HA72BT,516403,190843
HA72BW,516525,190871
HA72BZ,516384,190543
HA72DD,516625,190617
HA72DF,516776,190832
HA72DZ,517578,190767
HA72EA,517436,191051
HA72EH,516904,191001
HA72EJ,516974,191008
HA72EL,516820,190955
HA72EP,516910,190809
HA72EX,516767,190624
HA72HL,517083,190471
HA72HP,516964,190356
HA72HS,516815,190460
HA72HT,516789,190444
HA72JA,516978,190288
HA72JH,517207,190087
HA72JU,517171,190217
HA72JZ,517215,189823
HA72LF,517106,189981
HA72LH,517541,189918
HA72LW,517439,189947
HA72NB,517299,190805
HA72NF,517274,190301
HA72NG,517446,190237
HA72NH,517390,190110
HA72NJ,517561,189987
HA72PL,517125,191370
HA72PP,517030,191262
HA72PW,517086,191334
HA72QF,517100,190864
HA72QG,517242,190679
HA72QY,516816,192019
HA72RG,517057,191611
HA72RQ,516969,191647
HA72SA,517348,191547
HA72SG,516886,191754
HA72SP,517064,191445
HA72SR,516924,191681
HA73AE,516598,192640
HA73AG,516559,192586
HA73AZ,516372,192547
HA73BQ,516990,192414
HA73BS,516741,192700
HA73BT,516862,192691
HA73BZ,516386,193213
HA73DF,516159,193003
HA73DG,516591,192909
HA73DU,516816,192482
HA73DY,516730,192522
HA73EG,516229,192855
HA73EH,516253,192916
HA73EJ,516280,192830
HA73EN,516274,192652
HA73ER,516260,193112
HA73FA,515763,192255
HA73FE,516379,192022
HA73GB,515235,193287
HA73HU,515322,193793
HA73JS,515386,191961
HA73JT,516830,191758
HA73LG,516317,192149
HA73LX,515882,192295
HA73NS,516060,191877
HA73PD,515841,191298
HA73PH,515904,191079
HA73PJ,515919,190970
HA73PL,516015,191193
HA73PQ,515960,191170
HA73QD,516762,191744
HA73QL,516430,191510
HA73QQ,516524,191538
HA73QR,516033,191525
HA73QX,515819,191502
HA73RG,516601,191687
HA73RP,516111,192176
HA73RR,516051,192169
HA73RZ,515987,191457
HA73SB,516021,191767
HA73SR,516452,191715
HA73TJ,515972,191332
HA74AS,516863,192288
HA74AU,517033,192075
HA74AW,516976,192293
HA74BE,517163,191689
HA74BJ,516983,192099
HA74DJ,517139,192320
HA74EB,517016,192366
HA74EL,517093,192200
HA74ES,517240,191974
HA74EW,517178,192146
HA74FB,516675,193581
HA74FR,516538,191891
HA74FW,516392,192124
HA74FY,516455,192175
HA74HG,517223,192313
HA74HJ,517239,192260
HA74HN,517239,192044
HA74HW,517334,192031
HA74HX,517265,192116
HA74LA,517178,192608
HA74NA,517222,192566
HA74NG,517444,192505
HA74NQ,517438,192579
HA74NU,517996,192757
HA74PA,517993,192680
HA74PF,517433,192393
HA74PX,517954,192961
HA74PY,518050,193019
HA74QB,517264,192438
HA74QH,518217,192640
HA74QN,518045,192599
HA74QP,518490,192470
HA74QR,518413,192459
HA74QW,518035,192635
HA74RB,518046,192452
HA74RY,517651,192283
HA74SF,517990,192153
HA74SL,517902,192455
HA74SR,518018,192525
HA74SY,517486,191834
HA74TE,517310,192252
HA74TL,517716,191997
HA74TU,517550,192223
HA74TY,517454,192245
HA74UA,517497,192238
HA74UH,517508,191786
HA74UQ,517586,191830
HA74WU,516192,193881
HA74XS,517995,192871
HA74YP,518201,192868
HA74ZE,516316,193737
HA85AL,519440,191236
HA85AP,519398,190987
HA85AU,519376,190945
HA85BD,519501,190785
HA85BG,519524,190807
HA85BH,519603,190537
HA85BJ,519461,190759
HA85BL,519577,190516
HA85DA,519795,190743
HA85DG,519599,190961
HA85DH,519748,190748
HA85DJ,519698,190701
HA85DN,519550,190848
HA85DT,519853,190567
HA85EH,519834,190789
HA85FD,519494,191248
HA85FF,519299,191254
HA85FG,519283,191292
HA85FJ,519327,191337
HA85FL,519360,191315
HA85FN,519327,191285
HA85HL,519859,190479
HA85JY,519959,190388
HA85PB,519398,190079
HA85PU,519135,189997
HA85QS,519546,190231
HA85QU,519091,190087
HA85RZ,519217,190546
HA85SB,519406,190416
HA85SF,519314,190360
HA85SJ,519539,190481
HA85SL,519492,190615
HA85TG,519103,190265
HA85TJ,519105,190408
HA85TP,519103,190568
HA86AF,518845,190273
HA86AL,518698,190451
HA86AP,518591,190334
HA86AT,518678,189899
HA86AU,518789,189892
HA86BD,518719,190168
HA86BG,518828,190196
